lat,lon,label
37.7912255174,-122.404195425,6
37.7836278721,-122.42081471,1
37.7225208462,-122.450929424,7
37.7225208462,-122.450929424,7
37.7225208462,-122.450929424,7
37.7225208462,-122.450929424,7
37.7225208462,-122.450929424,7
37.7225208462,-122.450929424,7
37.7225208462,-122.450929424,7
37.7225208462,-122.450929424,7
37.7225208462,-122.450929424,7
37.7571447586,-122.416167671,2
37.760301234,-122.418120086,2
37.7604330004,-122.41592985,2
37.7603656932,-122.417028392,2
37.760301234,-122.418120086,2
37.7580118295,-122.415770264,2
37.7571677817,-122.416720982,2
37.7604330004,-122.41592985,2
37.7586968166,-122.417964484,2
37.7571005796,-122.417812559,2
37.7586764833,-122.417413347,2
37.7225208462,-122.450929424,7
37.7225208462,-122.450929424,7
37.7225208462,-122.450929424,7
37.7225208462,-122.450929424,7
37.7442180803,-122.404304136,4
37.7526959571,-122.423991907,2
37.7594801326,-122.418108926,2
37.7586968166,-122.417964484,2
37.7604330004,-122.41592985,2
37.7579459515,-122.416863556,2
37.7246926894,-122.459564595,7
37.7578884408,-122.417817853,2
37.7586968166,-122.417964484,2
37.7619674218,-122.417180449,2
37.7586968166,-122.417964484,2
37.7605000726,-122.414845139,2
37.7604330004,-122.41592985,2
37.7586968166,-122.417964484,2
37.7571005796,-122.417812559,2
37.7166425333,-122.47430808,7
37.7166425333,-122.47430808,7
37.7166425333,-122.47430808,7
37.7166425333,-122.47430808,7
37.7166425333,-122.47430808,7
37.7166425333,-122.47430808,7
37.7166425333,-122.47430808,7
37.7166425333,-122.47430808,7
37.7166425333,-122.47430808,7
37.7166425333,-122.47430808,7
37.7166425333,-122.47430808,7
37.7166425333,-122.47430808,7
37.7166425333,-122.47430808,7
37.7166425333,-122.47430808,7
37.7166425333,-122.47430808,7
37.7166425333,-122.47430808,7
37.7166425333,-122.47430808,7
37.7166425333,-122.47430808,7
37.7166425333,-122.47430808,7
37.7166425333,-122.47430808,7
37.7166425333,-122.47430808,7
37.7166425333,-122.47430808,7
37.7166425333,-122.47430808,7
37.7166425333,-122.47430808,7
37.7166425333,-122.47430808,7
37.7166425333,-122.47430808,7
37.7869881885,-122.410699658,6
37.7620347867,-122.416078424,2
37.7868343893,-122.412777297,1
37.7374889452,-122.392004362,4
37.7162577964,-122.47528507,7
37.7885452792,-122.414390138,1
37.7899019823,-122.407114491,6
37.790463178,-122.405941469,6
37.7965510481,-122.405283981,6
37.7859988324,-122.411747372,1
37.776508037,-122.414457765,1
37.7564864109,-122.406539115,0
37.7564864109,-122.406539115,0
37.7862042105,-122.409686192,6
37.7869126924,-122.409756224,6
37.7869126924,-122.409756224,6
37.787148808,-122.409876623,6
37.7857446546,-122.405832474,6
37.7868849113,-122.408201657,6
37.787359495,-122.408231026,6
37.7586968166,-122.417964484,2
37.7588312135,-122.415781282,2
37.7604330004,-122.41592985,2
37.7572322279,-122.415629332,2
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.806025534,-122.409888227,6
37.787148808,-122.409876623,6
37.7864094034,-122.408040475,6
37.7871979591,-122.409055191,6
37.787148808,-122.409876623,6
37.7864044708,-122.408519707,6
37.7864094034,-122.408040475,6
37.7865647608,-122.407244087,6
37.7854922045,-122.407854235,6
37.7862042105,-122.409686192,6
37.787148808,-122.409876623,6
37.7586968166,-122.417964484,2
37.787359495,-122.408231026,6
37.7862042105,-122.409686192,6
37.7868849113,-122.408201657,6
37.7864094034,-122.408040475,6
37.787148808,-122.409876623,6
37.7862042105,-122.409686192,6
37.787359495,-122.408231026,6
37.7869408999,-122.41151882,1
37.7578801214,-122.417955822,2
37.7864094034,-122.408040475,6
37.7871979591,-122.409055191,6
37.7481664084,-122.418221946,2
37.7481664084,-122.418221946,2
37.7755496262,-122.502148729,3
37.7879136979,-122.419317324,1
37.7876109395,-122.414201442,1
37.793524904,-122.405396537,6
37.8056654685,-122.412782237,5
37.787148808,-122.409876623,6
37.7175091052,-122.386851784,4
37.7684715664,-122.416708154,2
37.7684715664,-122.416708154,2
37.7726948237,-122.422188261,2
37.7220290973,-122.401207222,4
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7602340754,-122.41920825,2
37.7586968166,-122.417964484,2
37.788817004,-122.400816276,6
37.7603454517,-122.506470086,3
37.7769551138,-122.417997608,1
37.7861493948,-122.417273345,1
37.7897596938,-122.404828019,6
37.798715319,-122.403891536,6
37.7603656932,-122.417028392,2
37.7356506399,-122.448307079,7
37.7356506399,-122.448307079,7
37.7356506399,-122.448307079,7
37.7773885566,-122.408550682,6
37.7773885566,-122.408550682,6
37.7586968166,-122.417964484,2
37.7617306685,-122.47755034,3
37.7617306685,-122.47755034,3
37.7617306685,-122.47755034,3
37.7632996946,-122.421733768,2
37.7197169663,-122.468510801,7
37.7774104345,-122.461346511,3
37.7758429042,-122.495731177,3
37.7535477247,-122.49094436,3
37.754082245,-122.481309337,3
37.754082245,-122.481309337,3
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.760301234,-122.418120086,2
37.7501922192,-122.504206336,3
37.7501922192,-122.504206336,3
37.7754207067,-122.403404791,0
37.7586968166,-122.417964484,2
37.7612911364,-122.48503873,3
37.7612911364,-122.48503873,3
37.7612911364,-122.48503873,3
37.793524904,-122.405396537,6
37.7855804362,-122.412857127,1
37.7883351248,-122.416032977,1
37.7819788534,-122.439329635,5
37.7909162094,-122.392925908,6
37.7184872987,-122.48390412,7
37.7874861572,-122.418368839,1
37.7777528845,-122.472707845,3
37.7299346936,-122.397744427,4
37.7825543452,-122.397388785,6
37.7571005796,-122.417812559,2
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7899200015,-122.42206273,5
37.7141051921,-122.439819027,7
37.7602740352,-122.413797083,2
37.7594884557,-122.417970955,2
37.7754207067,-122.403404791,0
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7582649135,-122.411569592,2
37.7582649135,-122.411569592,2
37.7147347357,-122.412457953,4
37.722349838,-122.43217156,4
37.7752065367,-122.509644694,3
37.7632161069,-122.419561596,2
37.7917625984,-122.42243554,5
37.7586968166,-122.417964484,2
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.773641216,-122.421701514,2
37.7571005796,-122.417812559,2
37.7897596938,-122.404828019,6
37.7912255174,-122.404195425,6
37.7619674218,-122.417180449,2
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7605000726,-122.414845139,2
37.7578801214,-122.417955822,2
37.7596123169,-122.415921585,2
37.7769551138,-122.417997608,1
37.7808757917,-122.470190416,3
37.7859342572,-122.426508142,5
37.7859988324,-122.411747372,1
37.7899019823,-122.407114491,6
37.790463178,-122.405941469,6
37.7833104067,-122.388379874,6
37.7833104067,-122.388379874,6
37.7833104067,-122.388379874,6
37.7833104067,-122.388379874,6
37.7833104067,-122.388379874,6
37.7833104067,-122.388379874,6
37.7833104067,-122.388379874,6
37.7833104067,-122.388379874,6
37.7754207067,-122.403404791,0
37.7754207067,-122.403404791,0
37.7833104067,-122.388379874,6
37.7833104067,-122.388379874,6
37.7833104067,-122.388379874,6
37.7833104067,-122.388379874,6
37.7833104067,-122.388379874,6
37.7833104067,-122.388379874,6
37.7578884408,-122.417817853,2
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7578801214,-122.417955822,2
37.7864394525,-122.409660752,6
37.7725405392,-122.466204668,3
37.7754207067,-122.403404791,0
37.7424682354,-122.490170247,3
37.7427355501,-122.481592052,3
37.7530422086,-122.504883711,3
37.7817199969,-122.469628051,3
37.7990019437,-122.441811628,5
37.7383655655,-122.47548463,7
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7812550935,-122.458860616,3
37.7588312135,-122.415781282,2
37.7586968166,-122.417964484,2
37.7513339692,-122.478349616,3
37.7586968166,-122.417964484,2
37.7849124714,-122.408648589,6
37.7227270384,-122.436194485,7
37.7878271137,-122.408384276,6
37.7878271137,-122.408384276,6
37.7878271137,-122.408384276,6
37.7805788609,-122.471250259,3
37.7946373197,-122.406981047,6
37.7946646538,-122.404767636,6
37.7941711833,-122.403904789,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.796204621,-122.423682814,5
37.796204621,-122.423682814,5
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7546172382,-122.418738266,2
37.760301234,-122.418120086,2
37.7603656932,-122.417028392,2
37.7330708174,-122.385001534,4
37.7571677817,-122.416720982,2
37.7603453746,-122.416472035,2
37.7594884557,-122.417970955,2
37.7604330004,-122.41592985,2
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7837069302,-122.408595111,6
37.7827388378,-122.445217148,5
37.7108555178,-122.404079634,4
37.788323545,-122.411857033,1
37.7897596938,-122.404828019,6
37.7626384173,-122.395565262,0
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7594884557,-122.417970955,2
37.7644227956,-122.40940833,0
37.7925067441,-122.409336466,6
37.7586968166,-122.417964484,2
37.7586968166,-122.417964484,2
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7604330004,-122.41592985,2
37.7878271137,-122.408384276,6
37.787359495,-122.408231026,6
37.755504342,-122.41766064,2
37.755504342,-122.41766064,2
37.7621213524,-122.415543548,2
37.7595460925,-122.417016664,2
37.7773983117,-122.422254495,1
37.7870966496,-122.410721626,6
37.7586968166,-122.417964484,2
37.7605000726,-122.414845139,2
37.7586968166,-122.417964484,2
37.7619029613,-122.418272166,2
37.7612142237,-122.416070933,2
37.7586968166,-122.417964484,2
37.760301234,-122.418120086,2
37.7424682354,-122.490170247,3
37.7625630892,-122.478194247,3
37.7883351248,-122.416032977,1
37.7899019823,-122.407114491,6
37.7897596938,-122.404828019,6
37.7540986882,-122.414233849,2
37.7840890367,-122.411800135,1
37.760301234,-122.418120086,2
37.7882933915,-122.40840386,6
37.7586968166,-122.417964484,2
37.7595544125,-122.416878691,2
37.7588520014,-122.416331137,2
37.7531779939,-122.403409085,0
37.7531779939,-122.403409085,0
37.755504342,-122.41766064,2
37.7617009782,-122.411090795,2
37.7617009782,-122.411090795,2
37.787148808,-122.409876623,6
37.7726948237,-122.422188261,2
37.7726948237,-122.422188261,2
37.7427355501,-122.481592052,3
37.7897596938,-122.404828019,6
37.7859988324,-122.411747372,1
37.787359495,-122.408231026,6
37.7650501215,-122.41967178,2
37.760301234,-122.418120086,2
37.7629167767,-122.412173946,2
37.7629167767,-122.412173946,2
37.7754207067,-122.403404791,0
37.7754207067,-122.403404791,0
37.7571005796,-122.417812559,2
37.7423737279,-122.492316502,3
37.7855804362,-122.412857127,1
37.7939790012,-122.405490836,6
37.7594227506,-122.419058868,2
37.7594227506,-122.419058868,2
37.7594227506,-122.419058868,2
37.7572322279,-122.415629332,2
37.787148808,-122.409876623,6
37.732396601,-122.445474781,7
37.7851670876,-122.417903978,1
37.7754207067,-122.403404791,0
37.7586968166,-122.417964484,2
37.7586968166,-122.417964484,2
37.7863245886,-122.409155387,6
37.7588312135,-122.415781282,2
37.7864094034,-122.408040475,6
37.7878432562,-122.408247356,6
37.7646048757,-122.405466576,0
37.7646048757,-122.405466576,0
37.7878432562,-122.408247356,6
37.7572322279,-122.415629332,2
37.7867259286,-122.412755326,1
37.7841847091,-122.418562097,1
37.7841847091,-122.418562097,1
37.765181804,-122.417488324,2
37.787359495,-122.408231026,6
37.7882933915,-122.40840386,6
37.7882933915,-122.40840386,6
37.787359495,-122.408231026,6
37.7878271137,-122.408384276,6
37.7320374278,-122.380028764,4
37.778632049,-122.410111374,6
37.778632049,-122.410111374,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7869881885,-122.410699658,6
37.7869881885,-122.410699658,6
37.7878271137,-122.408384276,6
37.7594884557,-122.417970955,2
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.7887345764,-122.406886504,6
37.785738295,-122.41382007,1
37.785738295,-122.41382007,1
37.7556559649,-122.416025191,2
37.7884982866,-122.406775392,6
37.7424057567,-122.489090192,3
37.7424057567,-122.489090192,3
37.7912255174,-122.404195425,6
37.7912255174,-122.404195425,6
37.7584203037,-122.418963082,2
37.787359495,-122.408231026,6
37.7604330004,-122.41592985,2
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.7854574903,-122.400916029,6
37.763035554,-122.50966216,3
37.763035554,-122.50966216,3
37.763035554,-122.50966216,3
37.763035554,-122.50966216,3
37.763035554,-122.50966216,3
37.763035554,-122.50966216,3
37.763035554,-122.50966216,3
37.763035554,-122.50966216,3
37.763035554,-122.50966216,3
37.787359495,-122.408231026,6
37.7868262082,-122.419930112,1
37.7590272974,-122.412502864,2
37.7590272974,-122.412502864,2
37.787359495,-122.408231026,6
37.7611477648,-122.417169895,2
37.7965510481,-122.405283981,6
37.794611818,-122.403994863,6
37.790463178,-122.405941469,6
37.7108555178,-122.404079634,4
37.7258401277,-122.402780926,4
37.787722739,-122.412439198,1
37.7586968166,-122.417964484,2
37.7594884557,-122.417970955,2
37.7594884557,-122.417970955,2
37.7571005796,-122.417812559,2
37.7588312135,-122.415781282,2
37.7878718776,-122.411702003,1
37.7594801326,-122.418108926,2
37.798391758,-122.42480864,5
37.729738145,-122.383433949,4
37.787359495,-122.408231026,6
37.7648250318,-122.412422725,2
37.7648250318,-122.412422725,2
37.7555244882,-122.418208517,2
37.7648181686,-122.469655723,3
37.783695227,-122.410791678,6
37.783695227,-122.410791678,6
37.7635718956,-122.417332583,2
37.7635718956,-122.417332583,2
37.7549624154,-122.426635077,2
37.7549624154,-122.426635077,2
37.7869881885,-122.410699658,6
37.7870372044,-122.418274172,1
37.7870372044,-122.418274172,1
37.787965257,-122.418467748,1
37.787965257,-122.418467748,1
37.7874861572,-122.418368839,1
37.7874861572,-122.418368839,1
37.7652491154,-122.41638971,2
37.7604330004,-122.41592985,2
37.7604330004,-122.41592985,2
37.7604330004,-122.41592985,2
37.7604330004,-122.41592985,2
37.7604330004,-122.41592985,2
37.7604330004,-122.41592985,2
37.7604330004,-122.41592985,2
37.7604330004,-122.41592985,2
37.7604330004,-122.41592985,2
37.7604330004,-122.41592985,2
37.787965257,-122.418467748,1
37.787965257,-122.418467748,1
37.7895016292,-122.41027135,6
37.7895016292,-122.41027135,6
37.7634954373,-122.418486297,2
37.787148808,-122.409876623,6
37.7607866652,-122.498974694,3
37.7163046735,-122.440593032,7
37.7755496262,-122.502148729,3
37.793524904,-122.405396537,6
37.787965257,-122.418467748,1
37.787965257,-122.418467748,1
37.787965257,-122.418467748,1
37.7586968166,-122.417964484,2
37.7604330004,-122.41592985,2
37.7897596938,-122.404828019,6
37.7754207067,-122.403404791,0
37.7869881885,-122.410699658,6
37.7864094034,-122.408040475,6
37.7604330004,-122.41592985,2
37.7604330004,-122.41592985,2
37.7604330004,-122.41592985,2
37.7604330004,-122.41592985,2
37.7639259195,-122.405468776,0
37.7639259195,-122.405468776,0
37.7586324052,-122.419052694,2
37.7650501215,-122.41967178,2
37.7609766091,-122.434457354,2
37.7527667267,-122.410519782,2
37.7596123169,-122.415921585,2
37.7531779939,-122.403409085,0
37.7882398998,-122.409256096,6
37.7604330004,-122.41592985,2
37.7604330004,-122.41592985,2
37.7604330004,-122.41592985,2
37.7604330004,-122.41592985,2
37.7604330004,-122.41592985,2
37.7604330004,-122.41592985,2
37.7604330004,-122.41592985,2
37.7604330004,-122.41592985,2
37.788082534,-122.410059856,6
37.7890603556,-122.392347672,6
37.7634954373,-122.418486297,2
37.7618358012,-122.419360353,2
37.7618358012,-122.419360353,2
37.7627583408,-122.41718521,2
37.7578884408,-122.417817853,2
37.7571005796,-122.417812559,2
37.787965257,-122.418467748,1
37.787965257,-122.418467748,1
37.787965257,-122.418467748,1
37.787965257,-122.418467748,1
37.787965257,-122.418467748,1
37.7882184508,-122.418445946,1
37.7882184508,-122.418445946,1
37.7572322279,-122.415629332,2
37.7639259195,-122.405468776,0
37.7639259195,-122.405468776,0
37.7913046529,-122.400180244,6
37.7622630617,-122.412179604,2
37.7622630617,-122.412179604,2
37.7589402059,-122.413045094,2
37.7589402059,-122.413045094,2
37.7580118295,-122.415770264,2
37.787965257,-122.418467748,1
37.787965257,-122.418467748,1
37.787965257,-122.418467748,1
37.787965257,-122.418467748,1
37.787965257,-122.418467748,1
37.787965257,-122.418467748,1
37.787965257,-122.418467748,1
37.7586968166,-122.417964484,2
37.7588083436,-122.415229421,2
37.7604330004,-122.41592985,2
37.7604330004,-122.41592985,2
37.7604330004,-122.41592985,2
37.7604330004,-122.41592985,2
37.7604330004,-122.41592985,2
37.7425626183,-122.488025948,3
37.7570790191,-122.417260521,2
37.7481664084,-122.418221946,2
37.7586968166,-122.417964484,2
37.7620347867,-122.416078424,2
37.7635718956,-122.417332583,2
37.7603656932,-122.417028392,2
37.787965257,-122.418467748,1
37.787965257,-122.418467748,1
37.787965257,-122.418467748,1
37.787965257,-122.418467748,1
37.7612142237,-122.416070933,2
37.7603888134,-122.417577215,2
37.7604330004,-122.41592985,2
37.7604330004,-122.41592985,2
37.787965257,-122.418467748,1
37.787965257,-122.418467748,1
37.7604330004,-122.41592985,2
37.7570361132,-122.418904205,2
37.7586968166,-122.417964484,2
37.7878271137,-122.408384276,6
37.7878271137,-122.408384276,6
37.7588955948,-122.414693065,2
37.7677177521,-122.415605496,2
37.7596123169,-122.415921585,2
37.7604330004,-122.41592985,2
37.7604330004,-122.41592985,2
37.7604330004,-122.41592985,2
37.7432215533,-122.473030392,3
37.7254765726,-122.463079076,7
37.7604330004,-122.41592985,2
37.7242085323,-122.460301751,7
37.7246926894,-122.459564595,7
37.787965257,-122.418467748,1
37.787965257,-122.418467748,1
37.787965257,-122.418467748,1
37.787965257,-122.418467748,1
37.787965257,-122.418467748,1
37.7571005796,-122.417812559,2
37.7571005796,-122.417812559,2
37.7571005796,-122.417812559,2
